L_LatVent,R_LatVent,L_thal,R_thal,L_caud,R_caud,L_put,R_put,L_pal,R_pal,L_hippo,R_hippo,L_amyg,R_amyg,L_accumb,R_accumb
7712.6,9027.3,6537.3,6211.6,3629.8,3902.6,6113.9,5693.6,1409.2,1441.9,4513.6,4434.5,1663.1,1799.3,766,620.9
13333.8,18069.3,7434.5,6783.9,3156.8,3164.8,5619.9,5275.7,1371,1388.7,3989.8,3939.7,1613.9,1875.6,522.3,578.1
15660.6,9066.8,7561.5,7474.4,3791.8,4010.6,6083.6,5925.9,1473,1670.6,4624.7,4911.6,1985.7,2297.3,642.8,768.1
3971.8,4069.2,7250.7,7076.9,3607,3828.4,NA,5880,NA,1549,4862,4893.8,1737.9,2208.7,853,779.3
7916.4,5775.2,8734.5,7491.1,3890.8,4301.1,NA,6259.3,NA,1598,5163.9,5103.4,2046.6,2096.2,796.6,707
5537,5568,8615.9,7975.4,4095.9,4265.1,7394.1,7126.5,1841.3,1864.8,4750.7,4828.6,1971.5,2312,791.9,732.2
9475.6,13113.8,7111.6,5845,4040.6,4205.7,4900.5,4609.3,NA,1270.4,3918.6,3708.6,1680.3,1721.5,418.6,478.9
3686.9,1986.5,8808.7,7476.7,3529.6,3521.3,NA,6011,1754.7,1615.4,4893.9,5109.7,2032.5,2348.1,734.2,855.4
6334.7,6593.8,7429.9,6459.6,4013.5,4026.9,6601.2,6236,1307,1561.6,3915.1,4096.8,1968.8,2276.1,700.7,741.1
7094,6686.7,8211.1,7504,3663.7,3800.4,6539.3,6218.1,1657.6,1722,4706.6,4919.5,1888.5,2408,748.5,822.1
8578.9,10038.6,7990.4,7229.1,4504.1,5080.6,7961,7380.1,1592.6,1817.4,4823.7,4925.6,1632.4,1947.2,960.9,724.5
4817.6,4452,6797.3,6238.3,3620.6,3788.9,NA,5625.2,1311.6,1503.2,3954.1,3970.1,1573.5,1710.3,610.3,675.6
6265.3,4781.6,7160.4,6750.3,2580.8,2886.4,5499.6,5150.6,1041.8,1201.6,4317.3,4615.6,2029.7,2284.6,657.1,658.9
8235.9,6843.6,6953,6782.3,3252.5,3543.2,5788.2,6032.8,NA,1413.7,3812,4339.6,1867.9,2167.8,645.4,555.2
5235,5149.6,7270.9,6984.1,3710.2,3825.7,6151,5836.1,1590.2,1592,4184,4799.1,1931.3,1984.8,647.7,645.2
4550.5,4943.2,7488.7,6961.3,3272.9,3436.7,6207.3,5848.4,1613.8,1483.1,4389.2,4745.4,2194.9,2118.7,629.5,552.6
6669.6,8554.5,5934,5771.1,3102.6,3256.9,5214.5,4975.6,1226,1252.6,3790.4,3900.3,1627.5,1883,680.4,558.8
9835.3,5846.6,7134.7,6879.2,4186.3,4402.2,6701.3,6117.6,1581.9,1667.1,3877.9,4417.8,1842.9,2051.6,776.4,697.3
5731.6,6665.5,7188.2,6286,3744.7,4013.1,5848.3,5827.2,1338.1,1338.2,4145,4095.6,1653,2073.1,681.8,655.6
6948.3,6971.3,8224.4,7008.1,4026.1,4249.8,NA,5781.6,1578.5,1726.9,4655.6,4725.8,1726.8,1979.1,742.8,668.2
5668,5412.6,7207.2,6645.9,3511.8,3830.4,6381,NA,1418.8,1540.7,4478,4550.1,1761.5,2040.4,697.1,729.7
6860.4,7571.9,7791.7,7182.8,3599,3927.2,7425.7,7442.5,1676.1,1698,4571.3,4800.1,2163.3,2181.7,974.7,841.9
16792.9,23451.6,7612.3,6863.3,4241.9,4428.4,NA,6487.4,NA,1629.9,4874.5,4740.5,1784.2,2221.5,715.5,849.3
3891.6,5766.4,7180.9,6930.8,4123.9,4186.4,7562.4,6814.8,1552.9,1657.6,4691.6,5102.2,2039.9,2362.3,846.5,769.7
16752.7,16267.6,7257,6709.9,3283.2,3673.7,5386.2,5196.5,1306.7,1389.3,4062.9,4405,2292.9,2447.5,512.7,645.3
3703.5,5391.1,7652.6,7241.9,3656.1,4124.8,6457,6434,1589.3,1575.8,5033.1,5189,2007.2,2124.4,791.7,718.5
5905.8,5082,7579.7,6525.2,3926.3,4052.7,5506.4,5631,1660.8,1579.9,4464.3,4714.3,1776.4,2220.9,601.1,669.2
2940,2939.6,8353.7,7483.1,4306.3,4200,NA,6070.1,NA,NA,4164.3,4581,1802.4,1966.8,817.4,750.2
8291,3718,7608.4,6946.2,3783.8,3750.8,6536.6,6218.1,1406.7,1535.1,4671.6,4763.7,1803.9,2112.5,627.4,677.7
3142.1,3054.4,7657.8,7664,3465.5,4130.6,6289.2,6316.9,1680.8,1696.5,4534,4766.2,1975.7,1893.9,1001.1,893.9
5573.8,4938.7,7434.7,6819.8,3559.4,3690.6,6200.8,6258.8,1610.7,1674.5,4346.4,4509.3,1807.2,2035.8,929.2,812.2
8500.9,5443.5,7092.6,6163,2970.1,3197.2,4751.9,4874.1,1198.8,1272.6,3727.4,4109.7,1440.7,1726.4,590.2,677
4218,4116.8,7192.4,6682.8,3754.9,3768.4,7134.5,6631.1,1642.1,1430.6,4535,4705,1857.1,1915.7,673.4,826.6
5525.1,4169.7,6418.1,6472.5,3671.3,3720.1,5559.8,5696.9,1227.9,1312.1,3773.9,3840.6,1469,NA,477.8,647.7
3083.6,2757.8,6831.6,6576.7,3827.2,4045.4,6813.1,6550.6,1819.6,1592.1,4459.8,4496.3,1831.8,1804.9,930.1,875
7658,5573.3,8443.1,7822,4016.6,4030.4,7766.7,7839.9,1791.9,1781.3,4859.6,4852.8,2010.5,2431.3,958.8,885.8
2435,3227.3,6781.8,6193.9,3732.9,3741.7,NA,5299.3,1111.7,1376.9,3446.5,3673,1804.4,1968,515.1,579
9214.2,10158,7569.1,6749.4,3271.7,3454.8,5729.2,NA,1423.8,1488.3,4249,3238.5,1631.9,1395.1,638.9,586.3
11422,7040.8,6101.2,5721.4,2993.1,3097.1,NA,5616.3,1490.3,1416.8,3566.8,3910.2,1282.4,1482.7,504.4,592.8
16389.6,10275.7,6431.6,6309.4,3190.5,3274.3,5297.2,5256.4,1207,1284.2,3616.4,3978.9,1712.8,1865.7,645.7,724.4
3956.6,3331.1,6436.2,5815.1,3034,3130.7,6078.3,5891.9,1300.2,1389.2,4285.5,4446,1720.6,2020.3,774.4,734.8
2687,4182.4,6174.4,6083.9,3858.3,3954.7,5830.6,5600.2,1226.4,1408.1,4027.8,4185.4,1760.9,1864.1,512,667.9
8050.3,7610.8,7462.3,5986.2,3329.5,3734.5,5140,5083.8,NA,1459,3758.6,3987.4,1741.2,1949.5,574.6,642.9
3035.6,2980.2,7764.4,NA,3088.4,3380,6201.2,NA,1341.7,1453.7,4267,4369.6,1575.1,1733.4,751.4,615.1
3796.7,5168.3,7253.4,6156.5,3027.5,3428.6,5599,5546.6,926,1417.7,4030.2,4350.3,1801.9,1634.1,609.9,667.5
8664.1,10001.8,6588.7,6375.1,3555.7,3644.8,6307.9,6081.3,1548.5,1583.6,4219.3,4280.1,1775.2,2049.4,693.4,726.8
6146.6,6390.2,7213,6839.8,4043.2,4213.2,4438.9,4882.9,NA,1418.2,4639.1,4765.3,1804.4,1994,556.1,705
4386.7,3851.6,7099.6,6665.6,3517.9,3637.6,6270,6159.6,1500.5,1595.8,4360.1,4474.7,1658.9,2049.4,699.1,724.3
3731.5,3621.5,NA,6436.5,3246,3251.5,NA,5371.3,1121,1303,3898.2,4027,1523.6,1943.2,489.6,552.6
4008.6,6912.4,7860.4,7137.1,3257.3,3509.7,6046.6,5526.4,1369.4,1702.3,4547.9,4914.1,1893.5,1863.8,593.2,642.8
6118.2,9017.1,8694.2,7530.5,3770.3,4097.9,6329.4,6237.9,1560.8,1765.2,4477.6,4943,1854.3,2114.7,592.6,618.7
4520.1,4667.2,8211.4,6676.8,NA,4267.6,NA,6209.2,NA,1667.3,4410,4400,1645.8,NA,839.8,783.6
7903.4,5086,7306.1,6488.9,3397.7,3479.3,NA,5336.6,NA,1334.6,4668.2,4809,1745,2284,530,629.9
3662.2,3693.7,6588.5,5889.9,3289.4,3625.3,5384.6,4770.2,1354.6,1496.9,4299.3,4436.5,1598.5,1858.3,396,505.1
9768.2,9666.6,9323.9,7741.6,3728.7,3958.8,NA,6782.2,NA,1679.2,4518.6,4588,2009.2,2492.1,674.1,748.2
6081,4952.2,6427.7,5843.4,3283.7,3296.3,5443.9,4971.4,1405.8,1407.3,3903.8,4269.1,1288.7,1320.8,473.1,561
9653.6,8075.6,6848,5510.1,2654.6,2754.3,4329.4,4490.7,NA,1107,3804.9,4029.7,1414.7,NA,557.8,545.1
6182.3,7547.6,7598.6,6600.2,3422.5,3254.2,6056.6,5396.8,1502.7,1529.8,4385.8,4300.6,2011.7,2110.9,509.9,522.5
5604,3833.6,8698.1,7776.4,3873.4,3357.9,5922.7,5309.1,1058.9,1299.3,4395.6,4471.6,1767.5,2022.7,711.3,611.6
4661.8,5677.2,9048.7,8407.2,4208.9,4680,7193.8,7125.6,1820.8,1931.2,4812.5,4908.6,2151.1,2305.8,889.9,678
15508.4,11503,6151.2,5803.6,2370.6,2602.1,4407.1,4182.3,1046.2,1266.1,3682.8,4046.5,1706.1,1891.2,401.6,441
10444.7,12853.8,9420.8,8351.9,3592,3768.9,6458.6,5999.2,1615.4,1840.7,4172.7,4099.4,1705.7,1834.2,812.7,800.4
1441.1,2028.3,6225.9,5376.6,2393.3,2453.6,NA,4806.4,NA,1065.1,2801.5,3870.5,1458.9,1744.7,493.6,500.4
15639.7,15540.2,5962,5533.5,3138.9,3122.5,4443.7,NA,NA,NA,3189.1,4128,1569.3,1483.2,362.3,477.7
3421.7,2620.8,7375.2,6516.4,3158.9,3369.4,5541.4,5431.3,1401.7,1582.1,4109.9,4363.2,1552.9,1908,612.3,633.9
7776.3,7823.3,5758.9,5190,3074.6,3190.6,NA,5384.4,1571.5,1521.4,3554.7,2710.5,1707.9,1710.9,491.3,490.9
4737.7,3927.6,8512.3,6971.9,3012.2,3321.1,NA,5212.7,1539.2,1568.3,4069.2,4368.6,1722.5,1773,825,751
11586.6,13923.1,7030.7,6528,3989.7,4146.8,NA,6130.8,1546.8,1553.6,3984.9,4193.1,1739.8,1713.3,651.1,681.5
5722.3,5384.1,7841.2,7261.5,3568.9,3628.2,5654.1,5670.5,1177.1,1557.3,4286,4464.5,1831.2,2177.3,600.3,578.9
7013.7,7247.3,6435.8,6051.6,3183.3,3352.6,6039.6,5794.2,1545.6,1517.6,4218.5,4227.4,1769.4,2097.7,607.9,674.5
3830,3639.2,6891.3,5664.1,2808.4,2775.7,NA,5103.5,NA,1241.1,3824,3808,1692.4,1877.1,529.1,481.2
3553.9,2961.1,6172.5,5990.8,3132.3,3446.1,5992,5797,1209.2,1426.5,3771.1,3926.5,1639.4,1792.4,625.8,643.4
5201.3,4407.3,6950.2,6172.7,3425.4,3487.7,6513.7,6508.8,1660.3,1648,4395.6,4616.3,1806,NA,715,696.6
2798.5,2244.9,7781.9,7427.5,3521,3431.2,5265.1,NA,1354.2,NA,4084.8,4258.7,1782.8,1785.4,570.9,733.1
3134.8,3559.2,7971,6776,3435.3,3591.7,5600.2,NA,1243.3,1555.5,4247.1,4393.5,1558.7,1898,584.9,644.3
5380.4,4752.2,7069.8,6746.6,3248.3,3393.9,5595.7,5542.6,NA,1543,4490.4,4342,1769.4,2100.3,711.2,559.2
13998.7,9729.7,6911.1,6747.5,3779.2,3854,6208,5896,1947.8,1825,4264.8,4824.2,2355.2,2555.3,579.4,607.3
11756.5,9294.8,7446.8,7264.6,4171.8,4233.2,6157.1,5821.9,1396.6,1485.3,4197.4,4423.5,1534.7,1850.2,667.4,715.7
5630,4766.3,6973.4,5970.3,3401.2,3665.1,NA,4864.8,NA,1395.2,2734.8,4379.6,1301.3,NA,620.9,531.2
5552.1,5597.3,8781,7820.1,3975.8,4243.9,NA,6907,1774.6,1717.2,4880.2,4854.4,1980.4,2321.5,821.3,669.2
5608.7,5644.7,7729.2,7074.6,3131.3,3424.1,6453.8,6080.4,1632.6,1792,4532.4,4723.5,2283.1,2360.7,548.1,673.4
8510.3,8514.2,8802.5,8486.1,4229.5,4532.5,6765.3,6573.5,1800,2126.6,5009.2,4510.1,2013.2,1975.4,724.8,700.9
5199.6,4892.7,9277.3,8084.4,4305.6,4525.6,6645.8,6774.9,NA,2030.4,4980.8,5032.2,1824.3,2124.7,823.6,835.8
5646.2,4171.2,7833.9,7351.6,4162.1,4123.8,6583,6346.1,1677.8,1717.4,4708.3,4595.7,1747,2151.8,856.2,780.8
8891.8,8622.4,7026.4,6664,3928.8,3957.2,NA,6353.3,1403,1443.5,4167.8,4563.6,1613.8,1806.7,696.4,694.8
5213.5,4679.4,6755.7,6359.5,3473.4,3614.9,6053.5,5807.5,1252.3,1402.9,3765.2,3865.5,1749.9,1934,586.7,658.6
7185.8,7478.4,7250.7,6901.9,3852.9,4058.8,6598.9,6157.2,1619.9,1591.3,4191.6,4122.2,1652.4,1791.1,604.7,724.1
17709.5,11838.6,7987.6,7190.6,3489.3,3520.3,5330.6,5150.8,1243.5,1316.5,3979.5,4415.4,1912.2,2287.7,647.3,611.4
2675.9,2424,6151.2,5856.4,3019.6,3240.3,5264.1,5044.9,1485.4,1477.6,3628.4,3524.2,1288.3,1668.6,609.4,629.1
3378.1,2964.9,6765.1,6493.2,3056.2,3153.8,5895.9,5796.7,1311.7,1385.5,3566.5,3882.7,1770.3,1839.8,595.4,608.6
4016.5,3979.1,6496.6,5280.8,2611.5,2764.3,4816.7,4962.4,NA,1290.8,3702.2,3756.6,1683.5,1797,520.2,508.3
4090.1,4135.9,7493.7,7011.9,3280.5,3713.8,6699.3,6161.1,1531.2,1742.8,4392.7,4421.2,1954.8,2133,692,772.3
9617.6,8818.7,6186.5,5072.3,3672.2,4014.4,5332,NA,1057.7,1368.4,3659.4,3762.3,1541.1,1434.4,611.8,662.2
6189.1,4149.6,6853.3,7166.2,4416.7,4409.2,6177.4,5754,1549.9,1520.7,4378.6,4691.9,1743.4,2116.6,952,723.4
7267.9,4708.4,7458.8,6715.6,3846.3,4120,6284.9,5762.2,1777.8,1791.7,4334.9,4430.8,1484.7,NA,728.8,749.4
5077.5,6644.7,8601,6967.7,3123.3,3575.8,NA,6324.3,1245.7,1367.2,4381.5,4365.5,1674.5,NA,743.1,653
9940.9,8808.3,7347.9,5867.3,3833.1,3731.3,NA,6329.4,1156.5,1351.7,4325.3,4673,2176.8,2104.5,590.3,718.6
7514.2,9912.7,7731.3,6244.4,4143.7,4443.5,7015.3,6618.6,1349.5,1557.1,4335.9,4117.5,1663.1,2156,812.6,713.5
4397.6,4225.7,7771.8,6696.9,4142.4,4204.3,5738.2,5402.1,1343.5,1387.7,4361.3,4664.2,1612.8,1760.2,540.8,456.9
5987.6,4791.2,6492.3,6146.1,3311.5,3306.4,5693.3,5506.3,1291.2,1390.7,3707.4,3943.3,1465.7,NA,743.5,811
4792.8,3569.5,7375.3,6440.8,2570.6,2698.4,5259.2,4905.9,1260.6,1416.1,3695.8,3895.5,1653.7,1838.2,556.7,552.1
9491.9,9066.8,7199.6,6847.9,4008.6,4205,5861.5,5753.4,1560.2,1462.9,4365.7,4503,1752.2,1816.6,646.1,656.4
4036,3747,7269.9,6358.9,3569.7,3674.1,5508.8,5752.8,1079.2,1319.4,3925.5,4133.6,1471.3,1648.9,635.1,612.5
3469.5,2452.9,8161.6,7854.7,4366.2,4482,6454.3,6178.5,1668.6,1650.1,4412.2,4070,1829.8,2419.1,877.4,846.1
4015.6,4623.9,6960,6459,2892.6,3186,5443.6,5355.9,1474.4,1430.8,3594.7,3804.3,1393.4,1555.3,717.3,443.7
6664.2,6918.8,7470.6,7021,3220.1,3369.2,5827.5,5438.4,1561.8,1576.4,4005.9,4061.2,1436.6,1527.1,680.4,756
4685,3691.4,8153.3,7458.2,3735.4,3999.7,6277.7,6043.1,1673.9,1799.4,5060,5419.2,2045.2,NA,780.5,755.4
13975.4,10852.1,7734,7650.5,4003,4278.1,7302.1,7189,1898.9,1905.5,4127.6,4354,1781.2,1989.2,987.7,865.1
8551.1,8227.1,6831.6,5851.7,3538.5,3440.9,6075.1,5737.8,1248.9,1382.9,4413.9,4589.3,1871.7,2111.8,740.7,689.1
5344.1,2929.3,7485.6,7073,3969.8,3801,7123.1,6788.5,1605.7,1344.3,4058.9,4338,1860.9,2218.4,702.9,779.6
8411.4,7514.6,6617.4,6234.6,3447,3484.8,5111,5024.3,1356.6,1425.6,3841.1,4229.2,1372.4,1678.8,623.8,688.5
6352.5,4389.2,8335.3,7790.2,4210.2,4534.4,6435.9,6183.2,1705.1,1851.6,4870.3,4544.8,2208.8,2484.1,755.2,919.6
13629.3,9695.2,6250.6,6053.5,3234.8,3452.5,5161.9,4858.5,1138.3,1114.9,3933.3,4199.3,1785.9,2143.3,497.2,660.3
2979.6,2720.4,7902,7352,2858.8,2946.6,5700.3,NA,1328.3,1441.7,4598.3,4648.4,1735.7,1994.8,741,586.1
9782.4,4922.5,8984.8,7792,4080,4296.1,6492.9,6191.4,1741.4,1841.7,4789.2,4888.9,2280.9,2419.1,671.8,760.6
9518.3,8211.5,7386.3,7139.6,3081.8,3322.7,5831.5,5315.9,1523.8,1503.1,4298.1,4218.3,1667.4,1830.4,558.6,602.3
7784.1,9113.1,8207.2,6996.3,3812,4139.6,6141.4,6346.2,1241.2,1395.6,5163.4,5155.7,2405.3,2305.6,1034.6,843.7
4066.9,5873,NA,6479.6,3017.3,3295.2,NA,5212.5,NA,1495.8,4484.7,4405.1,1661.1,NA,688.4,686.6
5466.7,3511.4,9030.1,7907.8,3438.5,3607.1,5774.5,5970.9,NA,1870.1,4711.6,4582.9,1740.3,2117.4,756.7,618.2
2769.9,3262.5,7558.9,6506.5,3048,3437.8,5696.6,5988.2,NA,1356.5,4256.8,3837.7,1542.5,1944.7,764.1,693.8
9781.6,8116.9,NA,5781.8,3218.8,3225.3,4656.9,5061.7,NA,1378,4035.3,4323.2,1747.6,1777.5,431.5,457.2
7495.9,7176.2,5858.8,5827.7,2779.2,2924.3,4882.4,4610.1,1263.4,1239.7,3828.2,3951.4,1702.3,1765.5,427,417
4520.9,7638.8,8317.3,7221.5,3726.4,3897.3,6464.6,6381.8,1639.8,1811.9,4403.5,4387.9,1983.8,2174.5,782.4,783
10199.9,7123.4,7288.6,6125.4,3409.6,3368.1,4975.4,5165.1,1059.8,1252.7,4188.8,4610.2,1367.4,NA,389.7,603
11270.2,11594.6,6631.9,6144.6,3141.1,3466.1,5829.2,5822.5,1769.8,1805.1,3995.6,4052.9,1865.4,NA,712.9,731.4
5553.9,6075.4,7527.6,6973.8,3006.1,3166,6128.7,5704.4,1434.2,1404.4,4116.2,4341.4,1683.9,1961.8,761.3,580.8
9377.3,5889.3,7336.3,6813,3380.7,3531.8,5637,5243.2,1485.4,1635.1,4286,4820.9,2004.1,2379.5,655.1,560.2
6801.6,15217.3,8375.2,6956,3199.9,3431.2,4747.2,NA,NA,1330.4,4477.1,4180.9,1618.9,1939.7,601.1,702.8
3483.8,2582,8419.4,8036.9,4635.8,4490,6189.8,NA,1643.8,1704,4393,4270.5,1942.6,2236.8,745.5,758.4
5739.9,4797.1,6788.2,6261.3,3284.5,3383.5,5934,5413.4,1311.4,1415.6,4517.4,4734.7,1778.9,2004.4,605.1,554.1
4912.7,3857.6,7919.1,7286.5,3642.8,4104.8,6390.9,6417,1447.2,1596.1,3971.3,4621.4,2073.4,NA,839,827.7
9942.1,6908.5,8077,7728.1,4663.1,4779.3,6467.8,6091.2,1572.7,1585,4291.2,4595.5,2082.9,2320.6,913.9,895.9
3516.5,3386,7931.4,7632.6,2934.5,2985.7,5800.8,5596.2,1461.5,1624.5,4475.3,4382.8,1896.7,2387.1,700.7,576.4
3899.7,3060.2,7199.9,6216.2,3372.2,3460.2,5390.9,5385.9,1471.5,1569,3988.8,4384.7,1694.5,1849.4,528.4,581.3
10375.2,7845.3,6047.8,5828.9,3501.8,3742.2,5637.5,5605.9,1298.2,1281.2,4194.5,4469.3,1635.4,1937.4,785.3,773.8
8453.2,7541.9,7792.6,6241.6,4210.9,4559.1,NA,6740.3,1431.3,1621.3,4469.1,4505,1875.7,2268.3,692.9,750
6656.3,7047.6,8156.9,7413.4,4307.7,4387.3,6963.6,6662.6,1758.6,1885.1,4712.4,4702.8,2090.7,2207.8,697.8,638.9
5899.2,10572.7,7798.8,6744,4117.8,4315.2,6061.6,5911.6,1627.2,1724.2,3935.4,4238.2,1770.1,1979.1,577,720.5
5820.6,7285.1,6877.7,6371.7,3855.8,3976.8,6732.6,6497.7,1512.7,1459.3,3656.6,3738,1642.4,1964.7,649.9,720.6
3585.4,3072.8,7456.2,6467.1,3423.3,3525.6,5225.8,5723.7,1247.7,1452.6,4253.4,4298.9,1524.4,1760.5,637.4,581.3
6080.5,6014.3,9242.7,7802.1,3487.3,3762.2,4506.4,4759.5,1327.4,NA,4175.9,4341.8,1812.3,2179.6,716.7,736.3
6346.1,5939.6,5675.2,5830,3391.3,3445.4,6626.6,6323.5,1637.1,1680.3,4349.4,4585.2,1822.7,NA,659,707.7
4729.2,4599,8776.9,7290.5,4023.7,4036.2,NA,6269.3,1168.9,NA,4266.6,4514.7,1919.2,2163.9,720.7,809.8
7422.7,7832.4,8612.2,7634,3502.1,3880.8,6647.4,6671.2,1479.7,1758.7,5299.2,5819.6,2303.2,2540,811.2,718
6263.2,5834.8,6784.2,6488.8,3070.3,3417,6602.5,6449.8,1485.9,1521.6,4664,4686.7,2078.9,2006.1,621.8,854.8
6709.2,5572.6,NA,6724.9,3016.7,3355.8,NA,5631,NA,1604,3868.3,3952.6,1556,NA,575.6,673.3
7064,7639.7,8402.4,7425.3,3511.7,3642.7,6039.5,5729.1,1517.2,1613.9,4398.9,4532.8,1965.7,2140.9,632.1,770
3979.9,4006.3,7717,6266.4,3056.9,3336.7,NA,5772.8,NA,1539.7,3941.9,3852.4,1360,NA,539.8,515.7
7240,5920.7,6908.6,6618.7,3696.6,4087.9,NA,5928,1748.8,1761.3,4291.6,4792.6,1726.7,2007.1,814.7,751.5
3898.7,6099.2,8185.2,7411.8,3619.9,4529.1,7314.4,7421.2,1550.4,1794,4518.5,4597.5,1644.3,1777.3,619.5,847.2
6287.1,4030.4,6651.1,6222.4,3358.6,3429.8,6029.2,5923.1,1620,1692.4,3679.7,3627.9,1345.1,NA,581.1,659
2576.5,2607.2,7337.1,6838.1,3793.9,3918.5,NA,6066.4,1788,1672.1,4309.1,4542.4,2103.4,2397.3,786.4,695.3
6927.7,3925.4,6473.5,6144.7,3339.3,3479.1,6170.3,6000,1295.4,1478,3875,4332.3,1771.8,2269.4,602.9,615.8
12033.9,9183.5,6049.9,5316,3412.2,3532.4,6435,NA,1272.2,1444.4,3577.5,3753.2,1752,1987.8,619,814.5
4845,4296,8920.5,8116.8,3954.4,4080.9,6057.1,6255.1,NA,1740.5,4326.5,4253.2,1754,2169.6,715,567.3
5784,7757.1,7460.3,6449.5,3150.7,3488.1,5786,5901.7,1398.2,1627.5,4178.6,4293.3,1727.2,1967.4,727.9,684.6
4880.9,3278.1,8160.5,7128.2,3804.5,3856.6,6449.8,6168.4,1468.9,1767.8,5102.9,4829.3,1882.4,2180.5,745.3,768.7
4045.2,3739.3,5829.6,5751.9,3370.4,3399.7,4971.9,4978.9,1520.3,1478.6,4335.4,4359.3,1922.2,2090.6,559.9,633.4
14790.8,14168.6,8472.2,7499.8,3224.6,3417.7,6195.7,5690.9,1631.7,1584.5,4016.4,4012.4,1631.4,NA,671.8,669.8
9133.4,9271.9,8476.4,7118.8,3432.9,3727.5,6711.2,6408.9,1591.1,1709.5,5347.2,5342.7,2077.9,2402.4,885.4,691.8
12856.4,12642,5657.4,4979.2,2830.5,3039.8,4785.6,4541.5,1296.3,1215.9,3846,3866.5,1376.7,1526.5,485.1,537.8
5530.2,6372.9,6223.6,5769.2,2703.1,2806.6,5111.5,4828.7,1365.7,1481.2,3930,4314.6,1834.5,1776.9,467.5,411.2
8275.7,7799,9735.2,8867.5,4272,4658.9,NA,6599.4,1867,1890.6,5273.1,5324.8,2316.7,2716.5,800.5,871
5267.9,7420.4,7768.3,6855.3,2838.3,3011.7,4836.9,4681.6,901.2,884.5,3889,4118.5,1570.9,1729.8,568.7,598.3
5391.4,4155.5,8406.9,7231.6,3046.7,3433.1,5282.9,5242.8,NA,1520.3,4343.4,4238.2,1209.3,NA,540.4,675
9104.5,13760.3,9030.4,7290.4,4269.8,4680.6,5819.6,NA,NA,1833.5,4646.4,4719.7,1509.2,NA,765.5,780.5
10183.5,8076.9,7776.4,7529.3,3510.9,3843.6,6492.2,NA,1560.3,1669.7,5083.2,5135.3,1897.2,2409.2,891.3,765.3
10270.4,7129.4,8399.6,7814.4,4546,4779,6305.8,6042.7,1534.7,1606.4,4285.3,4585.6,2082.3,2395.7,1083.1,827.7
7257.6,5867.5,7559.2,7203.1,4056.2,4155.3,6854.3,6678.8,1339.8,1486.4,4317.7,4659.9,1852.2,2204.1,826,1018.2
9265.6,7779.6,8743,7967.1,4206.7,4626.3,NA,6248.7,1745.3,2073.7,4298.4,4500.7,1916.6,2411.9,819.3,824.8
8452.4,4227.8,7549.4,7614.2,4311.9,4234.6,6170.9,5757.8,1778.9,1840.1,4289,4461.9,1710.1,1998,878.3,800.3
28778.2,31843.4,6828.5,6124.4,4286.1,4125,7061,6311.5,1483.2,1621.7,4072.1,4390.8,2176.3,NA,488.5,698.6
5436.9,7083.8,6755.1,6598.5,4524.3,4705.6,6885.8,6394,1573.7,1610.8,3701.9,3453.8,1722.2,1969.2,856.6,853
16041.3,14692.9,6840.8,6295.7,4260.4,4385.9,NA,5618,1607.5,1554.6,4388.1,4376.4,1600.5,1820.7,662.1,563.2
4827.1,5359.9,7459,6478,3642.6,3726.2,6060.3,5575,1296.5,1437.4,3884.2,4047.1,1515.1,1832.9,490.5,677.2
4676,4127.7,NA,7343.1,3848.8,4215.2,NA,6904.6,NA,1927.1,4980.8,4627.1,2064.9,NA,832.9,770.1
11163.5,8032.8,9552.3,7793.1,3900.3,4031.9,6684,6763.8,1402.5,1798.7,4609.6,4863,1861.4,2348.5,906.2,842.7
10126.2,10437.5,8579.2,7082.4,4541,4851.3,6626.2,6509,1683.3,1923.2,4562.3,4889.8,1768.7,NA,834.8,698
8133.3,7349.5,7241.7,6683.5,3344.7,3519.6,5818.9,5546.7,1265.6,1416.8,3916.4,4168.1,1760.6,1892.1,671.2,670.8
5373.4,3783.1,9133.7,8371.7,3692.1,3840.1,5859,6105,NA,1706.3,4491.4,4916.7,1942.6,2102.9,640.2,590.5
4480.5,2362.8,9942.6,8200.1,4307.2,4209.3,NA,7141.1,NA,1841,5720,5826.2,2238.7,NA,955.2,897.1
7873.3,9140.8,8971.2,8416.2,4306.1,4427.7,7216.9,7205.6,2083.1,2151.5,4338.9,4341.6,1918,2091.2,800.1,792.2
4165.8,3805.2,6880.8,6456.8,3395.9,3547.4,5848.3,6329,NA,1490.6,3856.9,3915.6,1754.8,1729,628.6,631.5
4872.5,4051.2,7099.4,6092.2,3438.8,3664.8,6105,6028.3,1553.7,1677.1,4413.4,4583.4,2007.2,2412.9,636.1,708.1
5269,4269.1,6615.2,6416.8,3017.9,3452.6,6025.1,5820.6,1370.4,1407.8,4428.9,4445.9,1919.2,2226.1,737.5,574.2
2596.6,3121.6,7524.5,7340.7,3376.9,3552,6338.6,6661.1,1302.3,1195.5,4366.2,4629.3,1758.8,2024.8,919.6,790.3
11186.8,10653.2,7269.7,6852.8,3678.8,4088.6,5890.4,5822.2,1455.3,1550.6,4109.2,4286.9,1624,1953.1,685.6,631.7
3144.9,2925.9,6438.8,5822.8,2766.1,2990.9,NA,5377,1421.8,NA,4238.5,4189.9,1956,2484,701,745.4
